Timestamp(s),trunk_Accel_X,trunk_Accel_Y,trunk_Accel_Z,trunk_Gyro_X,trunk_Gyro_Y,trunk_Gyro_Z,trunk_MAG_X,trunk_MAG_Y,trunk_MAG_Z,foot_Accel_X,foot_Accel_Y,foot_Accel_Z,foot_Gyro_X,foot_Gyro_Y,foot_Gyro_Z,foot_MAG_X,foot_MAG_Y,foot_MAG_Z,shank_Accel_X,shank_Accel_Y,shank_Accel_Z,shank_Gyro_X,shank_Gyro_Y,shank_Gyro_Z,shank_MAG_X,shank_MAG_Y,shank_MAG_Z,thigh_Accel_X,thigh_Accel_Y,thigh_Accel_Z,thigh_Gyro_X,thigh_Gyro_Y,thigh_Gyro_Z,thigh_MAG_X,thigh_MAG_Y,thigh_MAG_Z,
174.82,-9.75,-1.27,0.19,-0.50,-0.69,-2.19,35.19,15.75,15.38,-5.53,0.23,8.10,0.31,0.44,-0.44,7.25,94.25,-53.50,-9.73,-1.25,0.20,-0.25,-1.44,-2.62,35.19,15.75,15.38,-9.70,-0.53,-0.46,-0.13,1.00,-2.12,36.06,35.69,16.37,
174.85,-9.61,-1.23,0.17,2.12,-2.56,-2.87,35.19,15.75,15.38,-5.56,0.18,8.07,-0.06,-0.62,-0.06,7.00,93.19,-53.06,-9.48,-1.29,0.17,2.81,-2.69,-2.69,35.19,15.75,15.38,-9.66,-0.47,-0.43,1.19,2.19,-2.62,36.06,35.69,16.37,
174.88,-9.51,-1.27,0.21,2.50,-2.75,-2.37,36.00,14.56,16.56,-5.51,0.24,8.09,-0.13,-1.62,0.25,7.00,93.19,-53.06,-9.60,-1.29,0.19,2.44,-2.62,-2.31,36.00,14.56,16.56,-9.87,-0.23,-0.53,-1.12,2.44,-3.06,36.50,35.69,15.88,
174.91,-9.61,-1.23,0.29,2.81,-2.81,-2.62,36.00,14.56,16.56,-5.48,0.23,8.16,-0.44,-2.37,0.69,7.69,94.25,-53.38,-9.60,-1.15,0.29,2.50,-3.44,-3.25,35.19,14.56,15.38,-9.84,-0.27,-0.42,-2.69,3.06,-3.00,36.50,35.69,15.88,
174.94,-9.34,-0.90,0.29,-0.75,-2.69,-4.44,35.19,14.56,15.38,-5.49,0.17,8.17,-0.75,-2.25,0.69,7.69,94.25,-53.38,-9.28,-0.81,0.28,-5.50,-1.19,-5.69,35.19,14.56,15.38,-9.73,-0.25,-0.27,-8.75,4.31,-3.81,36.06,34.88,17.56,
174.97,-9.42,-0.77,0.37,-6.62,-0.06,-6.00,35.19,15.38,15.75,-5.42,0.35,8.15,-0.75,-2.81,1.25,8.06,93.87,-53.00,-9.57,-0.85,0.38,-6.62,1.50,-5.62,35.19,15.38,15.75,-9.90,-0.27,0.07,-8.81,4.19,-3.87,36.06,35.25,16.25,
175.00,-9.93,-1.17,0.29,-3.62,2.81,-3.81,35.19,15.38,15.75,-5.45,0.27,8.15,-0.94,-1.81,0.56,8.06,94.69,-54.56,-9.85,-1.25,0.11,-1.75,0.88,-3.50,36.00,14.56,16.19,-9.73,-0.50,0.04,-7.87,2.50,-3.31,36.06,35.25,16.25,
175.04,-9.56,-1.13,0.11,-3.25,-0.81,-4.31,36.00,14.56,16.19,-5.43,0.25,8.16,-0.81,-1.62,0.50,8.06,94.69,-54.56,-9.31,-0.96,0.44,-5.00,-0.88,-4.87,36.00,14.56,16.19,-9.78,-0.38,0.11,1.31,2.69,-6.00,36.06,35.25,18.25,
175.07,-9.23,-0.87,0.90,-6.12,1.00,-5.56,36.56,15.00,16.19,-5.42,0.28,8.15,-0.56,-0.88,0.44,7.00,95.06,-53.25,-9.30,-0.94,0.94,-5.25,2.19,-5.62,36.56,15.00,16.19,-9.84,-0.19,0.39,1.81,1.94,-6.62,36.06,35.25,16.75,
175.10,-9.70,-1.16,0.91,-3.69,4.12,-4.19,36.56,15.00,16.19,-5.44,0.24,8.22,1.06,0.00,0.00,8.75,93.87,-53.38,-9.92,-1.24,0.83,-2.25,6.25,-2.12,35.19,15.38,15.75,-9.76,-0.40,1.08,-2.37,-1.69,-5.31,36.06,35.25,16.75,
175.13,-10.11,-1.35,0.72,-0.75,6.50,-1.37,35.19,15.38,15.75,-5.36,0.32,8.21,2.37,0.31,0.13,8.75,93.87,-53.38,-9.46,-1.51,0.53,2.12,4.19,0.00,35.19,15.38,15.75,-9.52,-0.67,2.14,-2.69,-4.87,-6.06,35.69,35.25,19.06,
175.17,-8.54,-1.48,0.34,2.56,3.25,0.56,35.56,15.00,17.25,-5.18,0.67,8.42,4.19,5.94,-3.62,8.38,94.69,-54.00,-8.43,-1.46,0.32,1.62,4.62,0.62,35.56,15.00,17.25,-10.18,-0.75,3.11,2.12,-16.25,-9.81,37.50,35.25,16.75,
175.20,-8.83,-1.46,0.40,2.50,13.13,1.75,35.56,15.00,17.25,-4.94,0.76,8.74,14.38,3.31,-6.50,8.75,94.25,-53.75,-9.50,-1.51,0.44,3.87,16.44,2.69,35.56,15.00,17.25,-10.50,-0.53,3.58,1.37,-30.87,-5.87,37.50,35.25,16.75,
175.23,-9.78,-1.74,0.25,6.50,15.75,4.06,37.00,15.38,16.56,-4.87,0.90,9.54,23.37,21.44,-10.38,8.75,94.25,-53.75,-9.37,-2.06,-0.04,10.50,11.31,4.19,37.00,15.38,16.56,-11.70,-0.62,3.19,1.37,-46.38,-1.25,35.00,35.69,17.56,
175.27,-9.34,-2.19,0.06,18.00,12.81,3.00,36.19,15.00,16.56,-4.72,0.66,9.83,1.12,84.06,-27.69,8.06,93.56,-55.19,-9.43,-2.26,0.32,21.94,16.06,2.25,36.19,15.00,16.56,-12.03,-1.33,2.43,-26.31,-86.81,-7.00,35.75,36.38,16.37,
175.30,-9.58,-2.31,0.65,25.19,16.56,0.13,36.19,15.00,16.56,-5.46,2.08,10.30,-22.75,117.56,-57.13,8.50,92.06,-56.00,-10.13,-2.31,0.97,25.50,15.31,-1.62,36.19,15.38,17.25,-11.80,-0.16,1.90,-8.63,-95.12,4.31,35.75,36.38,16.37,
175.34,-10.68,-2.27,1.04,28.00,11.13,-6.56,36.19,15.38,17.25,-7.70,3.19,7.72,-4.81,134.00,-81.19,8.50,92.06,-56.00,-10.41,-2.20,1.13,26.25,8.06,-7.19,36.19,15.38,17.25,-9.79,-1.79,-0.88,-23.81,-100.87,13.88,38.25,35.25,14.75,
175.37,-10.08,-1.93,1.23,19.69,4.81,-8.75,35.88,14.56,18.19,-4.57,5.50,12.69,-55.38,64.56,-106.19,10.25,92.06,-51.75,-9.80,-1.54,1.52,16.31,3.69,-10.13,35.88,14.56,18.19,-9.03,-1.62,-0.27,-11.50,-77.50,5.37,39.25,34.19,12.00,
175.40,-9.62,-1.27,1.90,11.81,2.12,-12.75,35.88,14.56,18.19,1.83,7.02,8.06,34.00,-28.94,-6.06,9.19,93.19,-48.38,-9.62,-1.27,1.93,11.50,4.06,-13.38,35.88,14.56,18.19,-9.00,-0.49,0.63,-12.94,-63.56,-4.25,39.25,34.19,12.00,
175.43,-9.24,-1.74,1.14,13.38,8.06,-12.94,37.00,16.50,18.19,0.16,5.19,10.07,32.69,-48.81,61.06,9.19,93.19,-48.38,-8.79,-2.36,0.23,17.06,12.19,-11.25,37.00,16.50,18.19,-7.96,-0.55,1.24,-16.25,-47.38,-6.25,40.50,32.69,9.75,
175.46,-8.77,-2.46,0.26,21.56,13.44,-10.19,37.00,16.50,18.19,-0.37,2.17,10.37,33.56,-80.12,90.50,7.69,89.87,-48.69,-8.94,-2.53,0.57,28.31,13.44,-8.63,35.56,16.87,16.56,-7.97,-0.08,1.47,-10.50,-32.69,-8.88,41.88,32.00,8.56,
175.50,-9.19,-2.41,0.80,26.56,11.94,-8.31,35.56,16.87,16.56,-1.68,0.88,10.83,32.19,-101.75,74.75,7.69,89.87,-48.69,-9.19,-2.41,0.80,24.81,10.88,-8.06,35.56,16.87,16.56,-8.05,0.27,1.64,-25.81,-21.50,-8.38,41.88,32.00,8.56,
175.52,-9.30,-2.06,0.70,23.56,9.63,-7.19,35.56,17.25,18.56,-4.10,0.09,11.41,38.13,-115.19,49.13,12.19,85.06,-51.69,-9.32,-1.89,0.67,21.69,8.63,-5.31,35.56,17.25,18.56,-7.82,-0.67,1.71,-37.63,-17.19,-3.00,41.75,31.25,7.69,
175.56,-9.17,-1.76,0.85,17.87,7.75,-4.00,35.56,17.25,18.56,-5.32,0.58,10.49,49.75,-107.69,37.94,15.06,78.75,-55.75,-9.20,-1.72,0.97,16.44,7.12,-3.75,35.19,16.87,18.56,-7.52,-1.67,2.45,-37.13,-7.87,-2.25,41.75,31.25,7.69,
175.59,-9.25,-1.72,1.12,13.81,6.69,-2.12,35.19,16.87,18.56,-6.81,1.00,9.88,50.38,-93.62,38.50,15.06,78.75,-55.75,-9.30,-1.77,1.21,11.94,7.06,-0.62,35.19,16.87,18.56,-7.81,-2.28,4.06,38.50,11.06,-0.13,41.06,31.25,6.69,
175.62,-9.45,-1.90,1.27,9.56,8.94,2.75,35.19,18.25,17.75,-10.52,1.45,10.09,34.13,-72.50,48.63,12.50,71.37,-57.38,-9.76,-2.02,1.37,6.50,8.94,5.31,35.19,18.25,17.75,-7.34,-1.53,5.66,102.62,30.37,13.88,43.25,31.69,8.00,
175.66,-9.81,-2.03,1.37,2.44,6.75,6.75,35.19,18.25,17.75,-10.81,-1.08,7.84,30.50,-99.44,66.12,10.56,62.75,-58.06,-9.77,-2.03,1.21,2.44,6.75,6.75,35.56,17.87,17.75,-8.82,-0.01,6.25,96.37,40.31,25.00,43.25,31.69,8.00,
175.69,-9.65,-2.16,1.00,-1.00,7.25,7.62,35.56,17.87,17.75,-9.02,-1.61,3.27,31.94,-82.75,44.06,10.56,62.75,-58.06,-9.85,-2.45,0.72,0.69,8.88,8.06,35.56,17.87,17.75,-10.01,0.92,5.89,40.13,13.44,24.50,42.88,31.25,5.56,
175.72,-9.92,-2.61,0.71,2.87,7.62,8.56,34.06,18.25,18.56,-9.98,-1.32,2.24,41.00,-31.75,-4.50,12.50,55.75,-55.69,-10.02,-2.72,0.93,2.37,5.62,8.44,34.06,18.25,18.56,-9.80,-0.79,6.60,-10.81,-11.00,12.88,43.25,30.19,6.06,
175.76,-10.10,-2.67,1.30,0.75,1.62,8.00,34.06,18.25,18.56,-9.77,0.44,4.25,35.94,-0.94,-18.56,9.88,47.25,-56.00,-10.65,-2.54,1.67,-3.37,1.69,8.13,34.75,17.87,19.00,-8.19,-1.04,4.99,-18.50,-11.44,12.88,43.25,30.19,6.06,
175.79,-10.83,-2.43,1.82,-6.31,-1.31,9.00,34.75,17.87,19.00,-7.08,1.49,4.61,-3.75,3.37,0.75,9.88,47.25,-56.00,-10.86,-1.95,2.01,-8.50,-4.37,9.56,34.75,17.87,19.00,-8.06,-0.34,3.12,-13.50,4.25,21.81,44.38,30.50,4.75,
175.82,-10.61,-1.83,2.03,-9.69,-8.06,10.25,34.75,18.69,19.75,-7.71,1.07,4.24,-70.00,59.06,17.25,10.56,43.88,-55.56,-9.67,-1.82,2.09,-10.63,-14.69,11.00,34.75,18.69,19.75,-5.99,0.37,1.40,-21.37,17.81,26.75,45.06,28.69,6.75,
175.85,-9.28,-1.93,2.10,-16.56,-15.25,10.81,34.75,18.69,19.75,1.58,-1.12,10.49,-93.00,94.81,-21.62,11.75,42.75,-55.19,-9.27,-2.11,2.12,-20.06,-12.44,10.13,34.75,18.69,19.75,-12.73,-0.41,3.16,-42.50,65.94,11.88,45.06,28.69,6.75,
175.88,-9.84,-2.66,2.04,-27.81,-0.81,7.31,36.25,18.69,20.50,-17.77,1.61,14.25,-55.19,140.12,-41.06,11.75,42.75,-55.19,-10.82,-3.42,1.32,-29.87,4.37,5.37,36.25,18.69,20.50,-19.07,-3.35,12.31,-103.25,26.81,-5.25,46.88,27.25,6.75,
175.91,-11.99,-4.03,-1.64,-25.25,10.50,1.19,36.25,18.69,20.50,-4.04,-3.40,10.44,-43.88,36.50,-24.12,15.75,47.56,-50.19,-11.99,-3.67,-2.65,-16.87,9.13,0.19,35.25,17.87,20.19,-4.40,-6.99,-7.18,-102.44,-60.81,21.25,46.88,27.25,6.75,
175.94,-10.69,-0.62,-3.96,14.94,-12.19,3.75,35.25,17.87,20.19,-6.21,1.79,8.29,-26.06,41.81,-28.69,15.75,47.56,-50.19,-10.01,0.13,-3.61,30.44,-26.81,6.56,35.25,17.87,20.19,-8.41,0.25,-0.39,141.75,50.19,8.19,48.00,25.87,11.50,
175.97,-8.04,0.85,-1.34,39.31,-36.13,9.88,37.06,17.25,21.25,-6.32,-0.37,9.21,-20.37,14.56,-20.06,17.00,51.69,-47.00,-7.80,0.66,-0.63,24.69,-28.06,8.88,37.06,17.25,21.25,-11.65,3.06,-0.52,85.25,59.25,6.25,47.19,23.75,12.25,
176.01,-8.50,0.07,0.31,-16.94,7.19,4.06,37.06,17.25,21.25,-4.78,0.50,8.63,-8.38,0.94,-8.25,17.69,52.75,-45.88,-9.55,0.00,-0.31,-31.81,20.37,2.50,37.06,17.25,21.25,-8.92,4.56,-0.23,26.31,54.19,4.62,47.19,23.75,12.25,
176.04,-10.12,0.28,-1.21,-33.69,12.75,3.37,36.38,17.87,20.19,-5.13,0.90,8.48,-7.31,0.00,-6.62,17.69,52.75,-45.88,-11.22,-0.11,-1.93,-21.69,9.31,5.06,36.38,17.87,20.19,-9.79,-0.30,0.19,-46.69,67.44,0.94,47.56,24.50,13.50,
176.07,-11.24,-0.72,-1.35,-4.37,1.00,8.94,36.56,16.50,21.25,-4.93,0.47,8.51,-5.62,-1.00,-5.87,17.25,53.56,-44.19,-10.58,-1.10,-0.69,-2.12,-1.44,10.19,36.56,16.50,21.25,-9.22,-0.14,0.89,11.25,71.12,5.87,46.19,23.37,15.38,
176.10,-9.66,-1.14,-0.44,-11.56,-2.44,12.00,36.56,16.50,21.25,-4.85,0.62,8.55,-4.87,0.00,-6.75,17.25,53.56,-44.19,-8.70,-1.06,-0.08,-20.44,-3.25,12.13,36.56,16.50,21.25,-9.28,-0.14,0.64,26.62,69.50,0.69,46.19,23.37,15.38,
176.13,-7.92,-0.99,0.61,-33.38,-6.62,10.19,35.19,15.00,23.00,-4.65,0.47,8.22,-1.56,5.50,-5.37,17.69,53.88,-44.75,-7.79,-0.97,0.86,-34.19,-5.69,9.00,35.19,15.00,23.00,-9.52,0.50,0.52,19.69,70.06,-5.00,45.19,23.00,18.19,
176.16,-7.93,-0.75,0.98,-31.31,-1.87,6.87,35.19,15.00,23.00,-4.92,0.45,8.55,0.44,9.31,-4.81,16.19,53.88,-45.19,-7.93,-0.75,0.98,-28.69,0.31,6.56,37.06,14.25,23.25,-9.59,0.73,0.56,6.31,65.37,-5.94,45.19,23.00,18.19,
176.19,-8.20,-0.78,0.61,-23.44,4.19,7.06,37.06,14.25,23.25,-5.14,0.45,8.15,1.81,5.31,-3.87,16.19,53.88,-45.19,-8.25,-0.82,0.40,-21.25,4.19,7.37,37.06,14.25,23.25,-9.45,-0.27,1.25,-21.69,63.06,-2.19,44.50,23.00,20.56,
176.22,-8.31,-0.58,0.35,-19.56,3.31,5.75,37.06,12.75,23.69,-4.60,0.53,8.75,0.56,16.19,-4.25,16.56,53.88,-44.75,-8.44,-0.48,0.42,-20.06,3.12,4.50,37.06,12.75,23.69,-9.67,-0.39,1.81,-13.50,67.06,-0.06,43.00,22.56,23.56,
176.25,-8.75,-0.63,0.50,-19.87,1.56,2.56,37.06,12.75,23.69,-4.67,0.77,8.54,0.75,16.94,-7.56,16.56,53.88,-44.75,-8.63,-0.69,0.66,-19.12,-1.69,2.00,37.06,12.75,23.69,-9.56,0.00,1.64,4.00,53.63,1.44,43.00,22.56,23.56,
176.28,-8.70,-0.86,0.68,-9.88,-5.06,-1.00,37.06,11.56,24.50,-5.44,0.43,8.04,5.31,20.81,-8.63,16.19,53.19,-44.69,-8.85,-0.87,0.62,-5.50,-6.25,-3.62,37.06,11.56,24.50,-9.16,-0.25,1.35,19.56,48.69,4.37,42.00,21.56,25.56,
176.31,-8.95,-0.76,0.85,-0.94,-8.44,-6.62,37.06,11.56,24.50,-5.21,0.67,8.34,5.25,21.44,-6.00,17.25,53.56,-44.75,-8.95,-0.76,0.85,0.62,-11.75,-5.87,37.06,10.56,25.25,-9.39,-0.06,1.27,39.25,48.19,1.62,42.00,21.56,25.56,
176.34,-9.62,-1.03,1.54,6.81,-16.75,-2.06,37.06,10.56,25.25,-5.42,1.00,8.17,3.25,13.69,-13.56,17.25,53.56,-44.75,-9.79,-1.19,1.57,10.06,-19.37,-0.62,37.06,10.56,25.25,-9.30,-0.76,2.52,71.62,45.63,2.56,41.56,21.19,27.19,
176.37,-10.01,-1.11,1.45,15.06,-21.12,-2.12,36.50,9.19,26.19,-4.07,0.61,8.78,3.62,27.69,-25.12,18.50,54.25,-43.19,-9.86,-0.90,1.38,20.25,-22.81,-4.56,36.50,9.19,26.19,-10.56,-0.84,2.99,95.69,44.88,-5.25,40.56,20.56,28.69,
176.40,-9.52,0.30,1.63,29.69,-25.62,-8.88,36.50,9.19,26.19,-3.90,1.13,9.78,-7.12,87.12,-43.88,19.19,53.56,-44.38,-9.67,0.60,1.94,30.31,-25.44,-8.25,36.50,9.19,26.19,-9.97,-1.03,3.79,76.69,14.44,-16.00,40.56,20.56,28.69,
176.43,-10.55,0.58,2.52,23.00,-22.31,-1.75,39.06,9.19,25.00,-4.52,2.11,9.99,-41.31,119.75,-57.88,19.19,53.56,-44.38,-10.60,0.33,2.66,19.31,-24.31,1.31,39.06,9.19,25.00,-10.60,0.43,6.41,83.75,10.00,-21.69,39.88,22.69,28.69,
176.46,-10.03,-0.44,2.70,28.81,-29.31,3.94,39.06,9.19,25.00,-4.31,3.53,11.92,-85.25,183.50,-104.31,19.56,53.88,-41.69,-9.78,-0.35,2.13,39.44,-29.44,5.31,38.69,9.50,25.00,-11.23,1.15,9.50,51.31,-25.31,-33.69,39.88,22.69,28.69,
176.49,-8.88,-0.69,0.11,58.13,-21.06,11.81,38.69,9.50,25.00,-2.31,3.19,15.69,-138.31,370.75,-227.87,19.56,53.88,-41.69,-7.60,-0.83,-1.62,63.63,-16.00,17.37,38.69,9.50,25.00,-15.65,2.00,6.28,20.00,-131.81,-40.44,37.69,24.56,27.50,
176.52,-9.54,-2.00,-4.76,72.00,28.62,21.37,37.88,8.00,23.25,-12.86,1.48,17.05,-122.12,516.87,-241.94,22.87,58.38,-32.19,-11.56,-3.29,-6.21,66.56,33.94,17.81,37.88,8.00,23.25,-15.95,5.07,-5.02,46.25,-190.37,5.94,37.38,23.75,25.06,
176.55,-13.52,-3.62,-4.57,18.00,5.50,8.13,37.88,8.00,23.25,-11.09,7.18,5.34,-199.06,453.50,-234.31,24.37,62.38,-13.50,-14.08,-3.61,-3.03,-10.25,-18.37,4.44,37.88,8.00,23.25,-15.98,1.00,-3.64,5.87,-176.69,36.56,37.38,23.75,25.06,
176.59,-13.80,-2.41,0.41,-34.19,-56.25,-2.31,40.50,8.38,24.87,-12.20,19.54,18.26,26.81,-55.75,128.19,24.37,62.38,-13.50,-13.15,-1.25,1.25,-49.19,-42.00,-6.12,40.50,8.38,24.87,-14.88,-1.21,-2.93,-89.25,-137.69,45.50,43.19,22.00,19.25,
176.62,-12.13,1.09,2.96,-11.63,-9.69,-11.88,40.00,7.25,21.75,4.31,0.67,5.12,-76.00,-116.44,187.81,18.50,65.37,10.88,-11.14,0.78,2.19,29.25,-14.50,-12.38,40.00,7.25,21.75,-11.93,-1.70,-2.05,-54.25,-124.87,53.69,45.56,15.75,14.06,
176.65,-7.87,-1.05,0.51,75.62,-32.81,-10.44,40.00,7.25,21.75,-1.05,-0.80,9.26,58.88,-152.56,155.50,18.50,65.37,10.88,-7.56,-1.36,0.30,63.19,-27.56,-9.06,40.00,7.25,21.75,-8.52,-3.16,-2.26,-21.00,-115.00,50.69,45.56,15.75,14.06,
176.68,-7.52,-1.17,0.61,15.06,-8.13,-4.44,40.88,5.75,21.69,-7.84,-0.07,11.37,76.06,-296.75,101.44,32.50,56.50,17.87,-7.44,-0.88,0.87,-7.00,-1.19,-3.44,40.88,5.75,21.69,-6.91,-1.95,-3.18,-25.81,-81.69,31.31,47.00,10.25,13.00,
176.71,-7.56,-0.09,0.83,-38.88,5.19,-6.31,40.88,5.75,21.69,-8.00,-0.17,8.82,104.31,-368.19,141.00,48.06,47.56,11.25,-7.40,0.00,0.75,-47.69,2.25,-7.44,41.19,6.19,20.37,-5.98,-0.40,-4.03,-34.63,-61.88,21.19,47.00,10.25,13.00,
176.74,-7.05,-0.74,0.54,-49.50,-0.50,-5.69,41.19,6.19,20.37,-8.15,-2.10,7.53,88.87,-331.75,145.44,48.06,47.56,11.25,-7.01,-1.33,0.47,-43.06,2.44,-3.44,41.19,6.19,20.37,-5.12,-1.31,-2.76,-73.00,-52.13,-9.00,47.69,7.00,8.06,
176.78,-7.09,-2.60,0.38,-21.94,11.81,0.94,41.56,4.69,21.19,-11.77,-2.71,11.94,103.87,-278.62,96.50,51.06,33.50,-16.50,-7.52,-3.34,0.80,-12.50,14.06,5.69,41.56,4.69,21.19,-4.73,-1.38,-2.24,-73.06,-11.50,4.06,48.75,3.50,6.56,
176.81,-7.68,-3.18,0.95,-11.75,9.06,9.06,41.56,4.69,21.19,-14.59,-1.83,11.05,80.56,-256.31,75.31,34.00,17.56,-21.25,-7.92,-2.59,1.24,-11.75,9.06,9.06,41.06,3.56,22.06,-4.17,-0.11,-0.67,0.94,16.25,-2.50,48.75,3.50,6.56,
176.84,-8.53,-1.54,1.53,-29.25,-0.94,10.88,41.06,3.56,22.06,-19.14,-3.57,9.80,82.37,-170.69,85.56,34.00,17.56,-21.25,-8.59,-0.86,1.43,-37.00,-3.00,12.00,41.06,3.56,22.06,-7.69,0.31,2.38,-13.44,51.81,-3.87,48.00,2.37,5.87,
176.87,-8.22,-0.65,1.18,-45.94,-7.56,13.44,40.69,1.37,21.19,-23.10,-2.68,6.40,71.44,-182.94,87.81,29.56,13.06,-18.50,-8.41,-1.18,1.53,-45.81,-5.81,12.69,40.69,1.37,21.19,-10.32,0.20,10.05,-7.75,67.50,16.00,48.00,2.37,5.87,
176.90,-8.86,-2.28,1.73,-43.38,4.06,11.63,40.69,1.37,21.19,-27.13,-10.11,-13.00,27.12,-147.75,97.37,32.88,5.75,-22.00,-9.11,-2.93,1.79,-40.75,9.00,11.19,40.69,1.37,21.19,-11.80,-0.13,15.93,-46.25,9.19,9.06,48.38,1.37,7.19,
176.93,-10.10,-4.49,2.03,-26.50,12.00,10.13,41.88,-0.06,21.69,-9.54,-7.25,-13.91,29.19,72.62,53.31,32.88,5.75,-22.00,-10.62,-4.67,2.24,-16.06,9.69,9.56,41.88,-0.06,21.69,-12.53,-4.90,7.69,-77.00,-1.75,5.19,48.25,0.25,8.69,
176.96,-12.19,-3.58,3.50,1.94,-4.19,3.37,41.88,-0.06,21.69,-12.38,13.76,7.34,0.37,152.25,36.56,32.06,0.50,-26.75,-11.72,-2.06,3.88,14.88,-25.37,-9.81,41.50,-2.19,20.87,-2.37,2.05,-3.05,5.62,-21.75,40.69,48.25,0.25,8.69,
177.00,-10.77,-1.04,3.58,5.06,-29.75,-19.31,41.50,-2.19,20.87,1.59,-8.01,14.66,-92.31,260.06,-23.56,32.06,0.50,-26.75,-10.69,-1.05,3.44,-5.56,-24.37,-20.69,41.50,-2.19,20.87,-18.04,-2.11,2.48,-84.56,137.19,17.44,47.19,-1.75,9.19,
177.03,-11.68,-2.35,1.10,-16.12,-8.38,-23.56,41.19,-3.69,21.00,-28.35,4.90,11.27,-117.56,71.25,-81.44,37.00,-2.75,-23.56,-11.99,-2.74,0.13,-17.56,1.81,-27.00,41.19,-3.69,21.00,-18.49,-4.74,12.14,-164.44,-51.25,16.06,46.88,-4.69,9.25,
177.06,-12.83,-2.19,-4.12,9.19,26.87,-30.87,41.19,-3.69,21.00,-6.31,-2.17,7.94,-19.06,57.00,-42.50,44.00,0.19,-16.87,-12.09,-1.11,-5.05,30.87,20.50,-28.12,41.69,-4.50,21.25,2.22,-1.37,-14.68,74.06,-48.88,27.00,46.88,-4.69,9.25,
177.09,-9.96,3.28,-3.58,41.44,-20.06,-21.00,41.69,-4.50,21.25,-6.02,-0.91,8.56,-20.81,12.75,-21.25,44.00,0.19,-16.87,-9.81,4.37,-2.06,28.69,-30.31,-14.69,41.69,-4.50,21.25,-14.66,4.95,-4.03,30.44,70.94,5.25,45.88,-7.69,11.75,
177.13,-10.34,4.33,1.19,-3.19,-19.50,-5.19,40.50,-3.69,21.06,-6.11,0.75,7.45,2.62,19.56,-3.69,45.50,5.75,-11.50,-10.91,1.97,3.18,-42.69,13.06,-8.75,40.50,-3.69,21.06,-9.40,2.10,-2.04,-12.06,58.81,7.44,45.88,-10.38,12.25,
177.16,-11.36,-0.57,2.63,-63.19,25.06,-11.44,40.50,-3.69,21.06,-6.01,-0.12,8.20,-4.56,19.62,-0.13,45.88,6.37,-13.00,-11.56,-2.95,0.61,-71.31,27.75,-11.44,40.88,-4.50,21.06,-10.25,2.70,-0.63,-4.37,95.44,7.12,45.88,-10.38,12.25,
177.19,-12.27,-3.93,-0.87,-39.50,22.50,-2.44,40.88,-4.50,21.06,-6.04,-0.02,8.20,-1.44,12.50,-0.94,45.88,6.37,-13.00,-11.35,-2.95,-1.17,-2.25,4.00,10.81,40.88,-4.50,21.06,-10.19,-1.19,0.18,-16.37,102.75,4.00,45.56,-11.19,14.38,
177.22,-9.22,-1.82,-0.42,6.00,-12.63,14.38,40.25,-6.37,20.69,-5.80,0.33,7.96,5.62,10.00,-3.12,45.50,7.19,-10.56,-7.34,-0.76,0.58,6.37,-15.38,10.88,40.25,-6.37,20.69,-9.29,-0.21,0.68,41.56,97.81,8.06,45.56,-11.19,14.38,
177.25,-5.92,-0.54,1.33,9.19,-18.94,0.37,40.25,-6.37,20.69,-6.02,0.51,7.72,1.44,10.88,-4.25,46.56,7.19,-10.56,-5.19,-0.95,1.45,8.50,-14.94,-3.37,40.25,-6.37,20.69,-8.64,1.28,0.74,30.25,86.56,2.12,44.50,-11.56,16.69,
177.29,-5.25,-1.13,1.20,1.62,0.81,-3.62,40.88,-7.37,21.06,-5.98,0.49,7.56,3.31,9.50,-5.81,46.56,7.19,-10.56,-5.55,-1.11,0.95,-3.12,8.94,-1.25,40.88,-7.37,21.06,-8.43,-1.27,1.84,45.25,86.25,1.87,42.06,-13.38,20.75,
177.32,-6.54,-0.52,0.67,-1.25,16.12,4.00,40.88,-7.37,21.06,-5.90,0.44,7.70,3.87,15.63,-7.75,46.56,7.19,-8.25,-6.95,-0.32,0.56,4.06,17.31,5.00,41.19,-8.19,20.00,-9.15,0.16,2.69,42.06,82.31,-0.50,42.06,-13.38,20.75,
177.35,-7.40,-0.64,0.57,8.13,17.44,2.56,41.19,-8.19,20.00,-6.18,0.47,7.57,6.19,18.56,-9.31,46.56,7.19,-8.25,-7.53,-0.83,0.81,4.87,17.06,-2.75,41.19,-8.19,20.00,-8.10,0.12,2.03,21.56,44.06,4.25,40.69,-12.19,23.50,
177.38,-8.04,-1.48,1.41,4.37,14.56,-5.44,40.50,-8.88,21.50,-6.25,0.27,7.62,8.63,9.56,-13.38,45.88,7.56,-8.69,-8.45,-1.31,1.23,8.75,7.50,-7.87,40.50,-8.88,21.50,-7.96,-0.17,1.36,34.06,42.19,0.19,38.88,-12.50,26.25,
177.41,-8.79,-0.40,1.25,13.19,2.56,-5.00,40.50,-8.88,21.50,-5.75,0.38,8.16,16.56,17.44,-17.50,47.38,7.19,-8.69,-9.03,0.00,1.75,14.00,1.06,-2.12,40.00,-9.69,20.75,-10.43,0.52,0.84,69.12,43.75,-9.50,38.88,-12.50,26.25,
