Timestamp(s),trunk_Accel_X,trunk_Accel_Y,trunk_Accel_Z,trunk_Gyro_X,trunk_Gyro_Y,trunk_Gyro_Z,trunk_MAG_X,trunk_MAG_Y,trunk_MAG_Z,foot_Accel_X,foot_Accel_Y,foot_Accel_Z,foot_Gyro_X,foot_Gyro_Y,foot_Gyro_Z,foot_MAG_X,foot_MAG_Y,foot_MAG_Z,shank_Accel_X,shank_Accel_Y,shank_Accel_Z,shank_Gyro_X,shank_Gyro_Y,shank_Gyro_Z,shank_MAG_X,shank_MAG_Y,shank_MAG_Z,thigh_Accel_X,thigh_Accel_Y,thigh_Accel_Z,thigh_Gyro_X,thigh_Gyro_Y,thigh_Gyro_Z,thigh_MAG_X,thigh_MAG_Y,thigh_MAG_Z,Label
35.91,-10.12,-2.44,-1.32,6.25,-16.31,13.31,30.06,12.56,33.56,2.99,0.61,12.95,-115.69,338.00,-171.50,60.25,27.50,16.75,-10.70,-0.99,-0.40,-5.25,-12.38,9.75,31.06,12.25,32.75,-13.20,0.97,-3.18,-53.56,-153.31,23.62,44.06,15.50,30.19,walk
35.94,-10.78,0.26,-0.14,-15.88,-2.37,-0.94,31.06,12.25,32.75,1.77,10.31,8.52,93.31,-136.31,95.50,60.25,27.50,16.75,-10.53,0.50,-0.19,-9.00,-7.06,-10.31,31.06,12.25,32.75,-11.86,-0.68,-0.07,-55.81,-125.37,35.00,48.38,16.06,22.69,walk
35.97,-9.79,-0.33,-1.24,-2.62,-7.62,-13.06,31.06,13.06,31.56,1.45,-0.72,6.48,-21.25,-164.81,155.37,44.56,31.69,32.19,-9.56,-0.81,-1.69,2.50,-8.69,-14.69,31.06,13.06,31.56,-10.14,0.04,-0.58,-38.38,-119.81,36.50,48.38,16.06,22.69,walk
36.01,-8.19,-2.04,-1.50,0.75,-14.88,-9.75,31.06,13.06,31.56,-3.85,1.30,9.17,68.56,-191.94,150.94,47.69,29.50,22.06,-7.83,-2.23,-0.94,1.31,-13.75,-8.13,30.75,11.69,31.56,-8.41,-0.35,-2.00,-16.62,-113.12,38.75,50.06,14.56,16.00,walk
36.03,-7.43,-2.17,0.13,3.31,-14.56,-7.25,30.75,11.69,31.56,-7.31,-1.06,10.21,33.06,-281.25,111.31,47.69,29.50,22.06,-7.37,-2.04,0.20,3.44,-15.94,-6.44,30.75,11.69,31.56,-7.77,-0.65,-2.47,-63.19,-102.75,30.62,50.06,14.56,16.00,walk
36.06,-7.35,-1.21,0.16,-1.75,-14.19,-5.06,30.75,11.69,31.56,-5.45,-2.88,7.99,63.56,-341.25,96.37,50.00,24.56,10.25,-7.60,-0.94,0.05,-12.75,-5.87,-3.56,31.06,12.88,28.37,-6.42,-0.32,-3.40,-145.94,-93.69,1.94,50.00,12.25,8.75,walk
36.10,-8.07,-1.38,-0.25,-13.75,1.75,-5.19,31.06,12.88,28.37,-8.86,-2.66,10.89,102.50,-318.50,73.81,50.00,24.56,10.25,-8.20,-1.68,-0.28,-13.75,2.06,-5.94,31.06,12.88,28.37,-6.91,-1.98,-1.60,-110.75,-64.81,2.19,49.19,9.75,4.75,walk
36.13,-8.66,-2.31,-0.18,-12.69,-3.00,-5.56,30.56,13.56,29.19,-10.58,-1.69,11.50,114.75,-312.31,34.44,52.56,22.06,-3.75,-8.67,-2.43,-0.09,-9.25,-5.50,-3.75,30.56,13.56,29.19,-5.55,-2.82,-0.04,30.50,-35.69,9.88,49.19,9.75,4.75,walk
36.16,-8.72,-2.48,0.31,-1.75,-7.44,1.19,30.56,13.56,29.19,-11.52,0.72,11.52,128.62,-269.06,24.81,53.06,16.06,-29.87,-8.90,-2.10,0.76,-1.31,-9.00,3.37,31.50,11.75,28.06,-4.68,-2.33,-0.45,64.00,-16.62,9.00,51.06,9.38,2.37,walk
36.19,-8.95,-1.64,0.93,-4.44,-13.56,6.50,31.50,11.75,28.06,-12.52,-4.12,11.49,127.25,-184.25,75.50,53.06,16.06,-29.87,-8.94,-1.34,0.76,-9.56,-14.13,7.00,31.50,11.75,28.06,-6.57,0.19,1.74,77.37,37.94,-3.00,49.25,8.56,-0.37,walk
36.23,-8.96,-1.11,0.79,-15.81,-12.94,6.44,31.25,11.50,27.25,-21.68,-2.87,10.91,125.06,-130.94,94.56,28.06,4.06,-39.75,-9.47,-1.29,1.58,-18.44,-12.19,6.31,31.25,11.50,27.25,-10.50,4.23,7.63,68.00,68.62,34.00,49.25,8.56,-0.37,walk
36.26,-9.75,-1.50,1.84,-22.94,-9.69,5.69,31.25,11.50,27.25,-33.78,-4.74,-2.41,56.56,-153.75,109.19,21.69,0.50,-36.25,-9.97,-1.81,2.00,-25.94,-7.31,5.06,32.19,11.50,26.50,-15.46,3.84,17.91,-94.19,-0.13,26.06,49.19,10.00,-0.56,walk
36.29,-10.30,-3.58,1.45,-26.25,-5.00,3.25,32.19,11.50,26.50,-4.42,-8.88,-14.93,16.62,-129.94,104.62,21.69,0.50,-36.25,-10.39,-3.92,1.55,-19.37,-2.94,2.19,32.19,11.50,26.50,-10.07,-3.40,8.19,-94.44,-37.63,-17.50,49.19,10.00,-0.56,walk
36.32,-12.21,-3.41,2.93,5.81,-1.06,-3.62,31.69,9.56,25.69,-22.42,2.33,6.62,-33.44,189.00,3.56,15.88,-2.69,-37.38,-12.66,-2.60,3.57,15.50,-10.56,-8.25,31.69,9.56,25.69,-3.64,0.94,-0.32,-46.69,-17.50,13.69,47.88,7.75,0.19,walk
36.35,-12.43,-0.80,4.19,16.94,-27.31,-15.56,31.69,9.56,25.69,3.48,-6.46,6.01,-159.69,131.06,-34.25,15.88,-2.69,-37.38,-11.42,0.64,3.94,7.50,-27.31,-15.81,31.69,9.56,25.69,-9.63,1.44,-2.75,-76.62,52.00,38.00,47.25,7.37,-0.69,walk
36.38,-11.01,0.81,3.49,-16.50,-9.38,-12.75,31.50,10.38,25.25,-18.77,0.37,20.84,-58.38,236.87,-53.94,15.56,-4.06,-36.25,-11.06,-1.43,1.74,-24.75,1.06,-15.25,31.50,10.38,25.25,-18.02,-1.96,6.20,-120.12,116.94,7.50,47.25,7.37,-0.69,walk
36.41,-11.32,-2.65,0.91,-17.06,12.00,-27.62,31.50,10.38,25.25,-4.07,-8.44,14.35,-114.31,43.38,-57.88,20.37,-1.19,-35.88,-11.30,-5.32,-2.17,0.06,17.12,-31.62,31.69,10.25,23.69,-4.05,-11.30,-6.87,-200.44,-78.31,35.63,46.25,5.50,0.75,walk
36.44,-10.85,-4.79,-3.86,16.81,16.44,-21.81,31.69,10.25,23.69,-7.65,1.18,8.86,-15.94,54.50,-31.75,20.37,-1.19,-35.88,-9.16,-0.44,-6.83,18.06,8.69,-13.75,31.69,10.25,23.69,-0.74,0.26,-10.74,231.94,61.75,17.06,46.25,5.50,0.75,walk
36.47,-9.30,0.97,-6.43,3.94,-16.31,-2.87,30.87,10.56,23.25,-5.78,-0.28,8.96,-16.94,14.69,-20.69,23.19,3.00,-34.25,-9.39,2.05,-5.24,-7.37,-21.50,-0.88,30.87,10.56,23.25,-13.28,5.90,-3.15,56.81,115.12,7.19,45.00,4.25,3.56,walk
36.50,-8.76,2.14,0.80,-28.37,-5.06,-4.37,30.87,10.56,23.25,-5.79,0.91,8.69,-8.81,-0.56,-9.81,23.19,3.00,-34.25,-8.76,2.14,0.80,-33.25,10.75,-6.75,30.87,10.56,23.25,-9.52,3.04,-0.13,18.06,78.12,12.44,43.88,3.50,5.56,walk
36.53,-8.98,-0.52,1.52,-34.50,21.31,-7.69,31.37,11.38,22.50,-5.04,0.16,8.70,-2.87,0.75,-6.12,23.19,3.75,-33.69,-9.32,-1.41,0.65,-19.00,25.94,-1.62,31.37,11.38,22.50,-8.66,3.21,0.21,-6.81,86.69,1.06,43.88,3.50,5.56,walk
36.56,-10.53,-2.89,-2.16,-8.94,16.56,12.06,31.37,11.38,22.50,-4.97,0.64,8.40,-2.12,5.56,-5.44,23.69,4.19,-33.69,-10.32,-2.66,-2.41,-10.56,7.69,17.94,31.19,10.56,23.69,-8.86,-1.71,-0.02,-14.75,97.69,5.62,43.19,2.25,9.06,walk
36.59,-8.29,-1.46,-1.07,-15.44,-6.31,20.12,31.19,10.56,23.69,-4.84,0.49,8.64,1.75,8.13,-5.50,23.69,4.19,-33.69,-7.48,-0.99,-0.40,-17.00,-11.56,16.00,31.19,10.56,23.69,-9.36,-0.40,0.75,54.38,97.31,-0.25,43.19,2.25,9.06,walk
36.62,-6.91,-0.70,0.25,-16.00,-13.63,10.81,30.06,9.06,23.69,-5.01,0.77,8.29,2.19,12.81,-5.56,23.06,3.75,-33.75,-5.94,-0.66,1.31,-12.38,-5.50,2.56,30.06,9.06,23.69,-9.18,0.33,0.41,54.81,97.62,-3.00,41.38,2.19,10.38,walk
36.65,-6.33,-0.66,1.10,-8.75,8.19,0.19,30.06,9.06,23.69,-5.38,0.46,8.55,3.19,18.62,-7.00,23.06,3.75,-33.75,-6.33,-0.66,1.10,-6.12,13.50,0.62,30.06,9.06,23.69,-9.76,0.42,1.43,62.31,98.69,-7.50,41.38,2.19,10.38,walk
36.68,-7.42,-0.70,0.36,-3.31,15.31,2.00,29.56,8.75,22.50,-5.03,0.56,8.36,1.87,13.69,-5.12,23.37,4.19,-33.25,-7.69,-0.67,0.11,-2.00,13.88,4.44,29.56,8.75,22.50,-9.45,0.06,0.42,31.19,78.56,-5.62,40.19,2.50,14.50,walk
36.71,-8.10,-0.66,0.08,-4.25,12.50,3.69,29.56,8.75,22.50,-5.31,0.92,8.28,5.81,15.06,-8.13,24.50,4.50,-34.06,-8.23,-0.79,0.19,-5.69,14.19,1.75,29.69,8.00,23.75,-9.69,0.28,0.90,23.44,74.56,-0.56,38.06,3.87,16.06,walk
36.74,-8.58,-1.26,0.50,-7.81,17.56,0.56,29.69,8.00,23.75,-5.09,0.44,8.52,6.06,14.94,-13.13,24.50,4.50,-34.06,-8.74,-1.41,0.56,-7.31,16.94,-0.19,29.69,8.00,23.75,-9.63,-0.29,0.62,16.87,68.44,3.37,38.06,3.87,16.06,walk
36.77,-9.13,-1.57,0.79,1.12,14.56,-0.44,28.06,7.56,23.75,-4.83,0.35,8.81,7.31,29.44,-16.75,24.56,3.75,-32.75,-9.52,-1.31,0.88,8.19,12.19,-0.81,28.06,7.56,23.75,-9.68,-0.66,1.44,47.00,65.31,0.62,35.69,3.56,18.56,walk
36.81,-10.11,-0.53,0.98,23.12,4.69,2.62,28.06,7.56,23.75,-5.13,2.03,8.83,8.56,55.50,-24.25,25.00,4.19,-32.88,-10.24,-0.32,1.13,24.19,2.69,5.06,28.06,7.56,23.06,-10.94,0.62,1.96,80.94,56.81,-8.75,33.88,2.75,20.75,walk
36.84,-10.46,-0.74,0.81,26.31,0.81,6.87,28.06,7.56,23.06,-4.56,1.21,9.52,-23.19,91.25,-42.81,25.00,4.19,-32.88,-10.63,-0.81,0.63,27.56,-1.31,5.06,28.06,7.56,23.06,-10.77,0.00,3.42,88.37,39.56,-12.94,33.88,2.75,20.75,walk
36.87,-11.07,-0.15,1.53,30.69,-14.94,-0.69,26.06,7.19,23.37,-4.74,0.62,9.57,-61.63,132.00,-65.81,26.06,4.25,-31.25,-11.37,-0.07,1.81,34.13,-18.94,-0.56,26.06,7.19,23.37,-11.49,-0.91,6.24,94.94,22.87,-16.62,33.00,4.25,21.56,walk
36.90,-11.66,-0.66,2.60,31.19,-23.12,9.88,26.06,7.19,23.37,-3.47,2.88,10.68,-97.37,190.81,-104.75,26.06,4.25,-31.25,-11.66,-0.87,2.51,31.87,-20.44,16.62,26.06,7.19,23.37,-12.36,-0.96,9.15,85.56,8.63,-22.69,33.00,4.25,21.56,walk
36.93,-11.47,-1.11,0.87,54.19,-10.94,24.31,27.50,7.56,23.87,-6.06,-0.15,14.78,-132.37,323.69,-178.56,28.69,6.06,-29.06,-11.22,-1.19,-1.39,65.31,-3.56,24.81,27.50,7.56,23.87,-15.75,-0.50,4.22,48.44,-91.87,-24.31,30.00,5.87,23.37,walk
36.96,-11.06,-2.11,-4.43,59.38,5.37,25.06,27.50,7.56,23.87,-14.90,0.78,20.99,-71.12,551.25,-173.00,32.06,10.19,-22.69,-10.75,-2.56,-6.42,41.69,1.75,25.06,27.19,7.56,22.69,-16.04,6.11,-4.48,101.19,-161.44,-16.06,28.87,7.69,22.50,walk
37.00,-10.40,-2.49,-5.85,7.12,-7.19,19.69,27.19,7.56,22.69,-10.64,5.79,13.59,-93.00,575.00,-188.19,32.06,10.19,-22.69,-11.40,-2.94,-2.73,4.12,-16.19,11.50,27.19,7.56,22.69,-17.97,4.19,-2.94,30.00,-175.50,25.87,28.87,7.69,22.50,walk
37.03,-11.70,-2.74,-1.89,4.06,-17.06,7.69,27.25,7.19,23.06,-24.19,22.10,30.52,44.19,38.50,43.31,35.00,14.56,-9.25,-11.74,-2.26,-1.19,-1.37,-13.44,1.50,27.25,7.19,23.06,-15.29,-1.59,-3.76,-112.75,-150.25,39.81,30.37,9.56,19.87,walk
37.06,-10.70,0.14,0.30,9.44,-12.19,-4.37,27.25,7.19,23.06,3.42,-1.27,5.25,-88.56,-298.19,181.94,31.50,14.38,2.56,-10.47,0.39,0.21,16.56,-10.56,-8.00,26.56,6.87,23.06,-12.57,-1.71,-1.68,-82.06,-136.56,53.69,32.88,8.19,18.19,walk
37.09,-8.10,0.25,-0.46,23.12,-13.31,-13.81,26.56,6.87,23.06,-3.83,-0.88,9.51,81.69,-246.87,155.50,31.50,14.38,2.56,-7.09,0.03,-0.50,21.19,-12.25,-14.06,26.56,6.87,23.06,-7.78,-2.85,-1.75,-43.63,-128.62,53.88,32.88,8.19,18.19,walk
37.12,-6.13,-0.62,-0.21,10.25,-3.44,-10.38,27.06,6.50,21.75,-5.97,0.80,9.01,88.94,-359.87,86.06,26.56,6.37,6.87,-6.25,-0.82,0.01,4.19,-1.50,-8.38,27.06,6.50,21.75,-7.51,-2.64,-2.55,-39.44,-112.75,33.06,35.00,3.75,17.00,walk
37.16,-6.21,-1.16,0.29,-22.06,-1.62,-7.06,27.06,6.50,21.75,-6.51,-1.86,8.87,115.81,-365.06,104.69,30.56,3.87,12.25,-6.28,-1.07,0.23,-31.50,0.44,-6.50,27.56,7.19,22.50,-5.81,0.17,-3.94,-35.94,-108.50,24.06,37.50,1.87,14.19,walk
37.19,-6.89,-1.01,0.17,-38.88,4.50,-1.37,27.56,7.19,22.50,-10.41,-3.63,11.64,136.12,-340.69,103.94,30.56,3.87,12.25,-7.52,-1.29,-0.04,-37.88,4.69,1.69,27.56,7.19,22.50,-4.76,-0.30,-4.07,-67.87,-105.37,-0.50,37.50,1.87,14.19,walk
37.22,-8.17,-2.27,-0.02,-33.94,5.00,4.69,26.06,6.50,22.87,-10.90,-2.25,12.17,142.62,-325.75,60.13,41.25,2.37,9.50,-8.40,-2.60,0.00,-29.75,4.50,4.56,26.06,6.50,22.87,-4.44,-2.37,-1.94,-77.94,-49.63,3.12,39.75,0.37,11.25,walk
37.26,-8.83,-2.76,0.56,-23.12,-0.44,5.19,26.06,6.50,22.87,-12.51,0.15,11.22,129.69,-259.31,67.62,52.00,-1.75,0.69,-8.97,-2.67,0.82,-21.75,-3.25,5.87,27.87,6.00,23.56,-5.86,-0.22,-0.76,32.25,-1.44,8.56,40.69,-0.69,9.25,walk
37.29,-9.07,-2.34,1.39,-21.69,-10.69,7.69,27.87,6.00,23.56,-21.67,-3.46,13.67,112.25,-161.12,110.75,52.00,-1.75,0.69,-9.11,-1.53,2.18,-28.31,-9.13,9.13,27.87,6.00,23.56,-9.89,3.37,6.11,85.37,35.44,7.37,40.69,-0.69,9.25,walk
37.32,-10.05,-1.15,2.30,-33.69,0.69,8.56,26.75,4.87,23.19,-26.87,-2.95,5.60,58.63,-196.62,135.44,55.88,-6.69,-8.69,-10.36,-1.28,2.13,-34.81,3.06,7.00,26.75,4.87,23.19,-13.35,3.74,17.10,-73.25,46.88,35.69,40.88,-0.56,9.69,walk
37.36,-10.85,-2.51,1.30,-34.75,2.00,3.44,26.75,4.87,23.19,-18.16,-18.10,-18.97,-32.25,-109.44,122.94,59.56,-10.19,-21.19,-11.08,-3.65,1.14,-27.06,0.25,2.56,27.19,3.37,24.06,-13.10,-3.81,10.72,-184.25,-14.31,-12.56,41.00,-1.25,11.75,walk
37.39,-11.44,-3.99,1.43,-3.75,-2.12,-0.56,27.19,3.37,24.06,-23.21,-2.02,3.53,-57.88,208.37,26.69,59.56,-10.19,-21.19,-13.06,-3.35,3.24,8.25,-14.31,-6.19,27.19,3.37,24.06,-2.58,-5.76,1.15,-67.25,-37.50,17.31,41.00,-1.25,11.75,walk
37.42,-11.76,-0.73,4.52,13.19,-47.56,-18.94,27.19,2.00,25.56,3.48,-8.70,17.65,-94.94,169.37,-31.75,58.06,-12.88,-31.00,-11.05,-0.26,4.44,1.12,-52.13,-22.00,27.19,2.00,25.56,-16.42,-3.18,0.86,-73.37,130.69,3.87,42.56,-3.37,11.00,walk
37.46,-10.97,-1.34,0.51,-43.06,-1.31,-19.37,27.19,2.00,25.56,-9.00,4.59,8.71,-141.12,208.19,-82.19,64.69,-12.19,-21.69,-10.97,-1.34,0.51,-41.50,14.94,-19.81,27.69,3.50,24.06,-19.12,-7.11,9.74,-35.19,-4.75,24.75,44.06,-4.37,11.88,walk
37.49,-11.32,-2.66,-3.02,-29.31,25.87,-20.06,27.69,3.50,24.06,-7.01,7.26,7.72,-85.62,74.62,-38.88,64.69,-12.19,-21.69,-9.61,-1.25,-7.40,13.13,20.87,-19.31,27.69,3.50,24.06,2.97,2.98,-11.81,121.06,-13.00,34.69,44.06,-4.37,11.88,walk
37.52,-9.98,0.67,-6.51,27.19,-7.06,-15.81,28.69,2.69,24.75,-5.88,1.16,8.68,-34.50,32.13,-24.44,70.56,-7.50,-11.19,-11.44,2.65,-3.31,15.44,-17.56,-9.88,28.69,2.69,24.75,-13.06,5.57,-4.31,14.69,94.25,0.44,44.00,-6.50,12.69,walk
37.56,-10.54,1.46,2.26,-33.31,-20.12,-6.69,28.69,2.69,24.75,-5.16,0.14,8.84,-16.69,13.50,-14.81,72.50,-4.87,-10.50,-10.12,0.54,2.43,-48.44,-6.62,-7.56,28.19,3.19,24.87,-9.56,-0.29,-0.11,-18.00,94.94,16.87,44.38,-6.37,15.19,walk
37.60,-9.58,-1.44,0.97,-48.44,6.69,-2.56,28.19,3.19,24.87,-5.09,0.00,8.85,-7.12,23.69,-12.00,72.50,-4.87,-10.50,-9.16,-2.84,-0.96,-15.00,4.44,7.50,28.19,3.19,24.87,-9.48,0.48,-0.57,3.25,101.87,4.56,44.38,-6.37,15.19,walk
37.63,-8.86,-3.43,-2.05,-3.81,3.25,12.25,29.19,2.75,23.69,-5.43,0.35,8.52,1.06,21.75,-9.19,71.19,-3.87,-9.75,-8.15,-3.18,-1.99,1.56,0.00,15.75,29.19,2.75,23.69,-9.28,-0.61,0.14,19.12,107.12,6.06,44.38,-5.87,17.50,walk
37.66,-7.37,-2.23,-1.06,-0.62,-6.87,16.50,29.19,2.75,23.69,-5.60,0.39,8.17,6.44,19.44,-8.25,71.87,-3.06,-8.06,-7.03,-1.72,-0.49,0.31,-9.69,13.56,28.75,1.37,24.87,-8.82,-0.70,0.21,72.75,98.87,-0.25,41.50,-5.75,20.69,walk
37.69,-6.23,-0.90,1.05,3.75,-6.19,2.00,28.75,1.37,24.87,-5.34,0.93,7.97,5.50,18.44,-7.44,71.87,-3.06,-8.06,-5.89,-0.78,1.39,5.62,-5.00,0.50,28.75,1.37,24.87,-9.51,1.04,0.90,64.12,89.31,-11.63,41.50,-5.75,20.69,walk
37.72,-6.20,-0.58,1.01,5.81,6.44,1.69,30.56,2.50,24.87,-5.76,0.58,8.00,4.12,26.25,-9.94,71.75,-1.87,-5.06,-6.38,-0.41,0.73,4.81,11.44,2.44,30.56,2.50,24.87,-8.86,-0.36,1.47,63.50,82.50,-1.19,40.38,-5.37,25.69,walk
37.76,-7.56,0.06,0.17,8.31,18.19,0.50,30.56,2.50,24.87,-5.66,0.24,8.07,6.87,7.50,-11.31,72.75,-1.87,-5.50,-7.95,0.17,0.19,9.44,22.75,-2.75,29.37,2.06,23.75,-8.94,0.82,0.87,39.25,79.75,-1.56,39.19,-3.19,28.37,walk
37.79,-8.75,-0.24,0.97,11.88,19.69,-2.87,29.37,2.06,23.75,-5.17,0.39,8.41,8.38,15.69,-12.88,72.75,-1.87,-5.50,-8.81,-0.84,1.31,12.94,17.12,-2.06,29.37,2.06,23.75,-9.70,-0.26,0.26,22.31,63.00,-1.06,39.19,-3.19,28.37,walk
37.82,-8.83,-1.19,1.46,12.44,14.25,-2.19,29.37,2.06,25.00,-5.41,0.51,8.51,14.44,30.50,-14.69,73.19,-1.37,-4.87,-9.08,-1.19,1.59,12.50,11.25,-3.31,29.37,2.06,25.00,-9.46,-0.62,0.36,49.19,68.87,-5.19,38.25,-2.06,31.50,walk
37.86,-9.50,-0.98,1.70,11.63,10.75,-4.81,29.37,2.06,25.00,-5.17,1.36,8.78,20.25,36.88,-19.25,74.19,-0.25,-4.50,-9.76,-1.04,1.63,14.44,12.75,-3.62,29.37,2.06,25.00,-10.43,0.11,1.13,76.75,64.31,-8.44,37.06,-1.37,31.75,walk
37.89,-10.44,-1.48,0.94,23.75,12.88,1.81,29.37,2.50,26.56,-5.37,0.93,9.06,-2.06,75.62,-30.87,74.19,-0.25,-4.50,-10.47,-1.37,0.76,27.69,9.31,3.44,29.37,2.50,26.56,-11.06,0.42,3.40,79.94,50.69,-10.81,37.06,-1.37,31.75,walk
37.92,-11.25,-0.91,1.16,28.00,4.75,2.69,28.25,3.56,27.00,-5.23,1.65,8.88,-26.06,121.62,-41.75,73.37,0.50,-2.50,-11.53,-1.01,1.49,24.12,0.62,3.56,28.25,3.56,27.00,-11.05,-1.28,4.63,91.81,28.94,-11.69,37.50,0.75,35.19,walk
37.95,-12.22,-1.72,2.14,20.06,-6.69,6.62,28.25,3.56,27.00,-3.86,2.79,10.15,-75.00,178.06,-82.06,73.37,0.50,-2.50,-11.88,-2.74,3.24,25.50,-21.94,12.06,28.25,3.56,27.00,-12.30,-1.85,8.76,67.19,-0.56,-14.25,37.50,0.75,35.19,walk
37.98,-11.66,-2.17,3.37,38.69,-21.87,11.81,28.37,3.56,26.25,-6.87,0.25,12.38,-104.37,292.00,-160.00,74.87,3.06,3.69,-11.74,0.68,1.05,66.87,-12.06,13.25,28.37,3.56,26.25,-14.29,1.89,3.86,132.44,-33.06,-40.06,35.69,2.87,35.25,walk
38.01,-11.55,1.76,-0.05,60.69,4.94,17.37,28.37,3.56,26.25,-10.73,-5.98,15.50,-57.13,449.87,-159.56,73.00,7.37,15.50,-11.38,2.20,-1.76,42.38,12.75,17.75,28.75,3.56,26.25,-14.76,5.71,0.99,70.06,-133.94,-31.06,36.75,6.50,33.25,walk
38.04,-9.82,0.01,-7.10,18.56,20.19,17.25,28.75,3.56,26.25,-17.01,9.48,21.24,42.00,555.75,-152.94,73.00,7.37,15.50,-10.79,-4.23,-6.65,-15.31,16.19,12.00,28.75,3.56,26.25,-18.52,2.95,-3.08,8.25,-191.19,36.94,36.75,6.50,33.25,walk
38.08,-11.24,-5.68,-3.57,-11.44,-4.25,10.06,29.50,4.00,25.69,-39.26,2.12,39.03,-107.62,321.69,-196.25,66.00,17.00,37.00,-10.93,-3.07,-0.01,11.56,-15.19,7.87,29.50,4.00,25.69,-14.89,-0.36,-2.99,-111.00,-161.06,43.75,40.00,10.25,28.87,walk
38.11,-10.67,-1.53,0.97,22.00,-11.69,6.25,29.50,4.00,25.69,1.70,10.20,6.68,8.00,-320.44,113.06,48.75,26.19,52.75,-10.53,-0.21,1.53,27.75,-8.13,2.62,28.87,3.19,25.25,-13.39,-1.10,-2.04,-105.44,-145.06,49.94,44.38,9.88,19.37,walk
38.14,-9.89,2.00,1.12,27.75,-7.56,-10.56,28.87,3.19,25.25,0.77,-0.94,4.97,-71.25,-249.00,151.19,48.75,26.19,52.75,-8.46,2.16,-0.55,19.50,-8.06,-13.25,28.87,3.19,25.25,-9.43,-1.01,-1.65,-63.56,-140.75,54.06,44.38,9.88,19.37,walk
38.17,-6.73,0.84,-1.34,-1.12,-0.88,-15.00,30.37,4.25,25.25,-6.13,3.64,9.21,51.63,-302.25,130.31,61.88,24.00,34.56,-6.47,0.23,-0.96,-11.44,0.37,-14.06,30.37,4.25,25.25,-7.30,-2.21,-2.36,-43.31,-123.37,53.25,45.50,6.50,14.75,walk
38.21,-6.18,-1.33,0.67,-22.44,3.44,-10.81,30.37,4.25,25.25,-7.29,-0.54,7.89,33.44,-367.06,115.25,71.25,14.00,8.06,-6.36,-1.51,1.00,-22.31,4.19,-8.69,29.19,5.75,25.25,-5.74,0.48,-4.50,-53.50,-110.00,41.00,44.56,4.69,10.50,walk
38.24,-6.84,-1.58,0.98,-21.44,4.56,-6.00,29.19,5.75,25.25,-7.03,-0.56,8.14,89.56,-372.00,116.12,71.25,14.00,8.06,-7.12,-1.58,0.86,-21.94,5.31,-0.56,29.19,5.75,25.25,-4.54,-0.03,-4.94,-124.94,-109.56,0.62,44.56,4.69,10.50,walk
38.27,-7.33,-1.71,0.36,-23.87,9.50,0.44,29.19,5.75,25.25,-10.78,-2.31,11.82,109.44,-334.81,97.12,58.00,2.50,-22.75,-7.74,-2.11,0.07,-24.06,15.94,1.06,28.87,4.25,24.19,-4.52,-1.93,-2.74,-96.50,-69.87,-14.63,44.25,2.50,5.37,walk
38.31,-8.59,-2.99,0.33,-19.75,11.88,2.12,28.87,4.25,24.19,-14.66,0.38,13.11,135.69,-300.44,23.19,27.37,-3.56,-23.56,-9.02,-3.06,0.39,-15.69,9.56,3.37,28.87,4.25,24.19,-5.01,-2.14,-1.80,-34.81,-10.75,6.56,44.25,2.50,5.37,walk
38.34,-9.80,-2.56,1.06,-14.94,3.50,7.62,28.87,5.50,24.87,-20.03,-2.59,12.30,116.87,-239.75,39.75,27.37,-3.56,-23.56,-9.88,-1.85,1.71,-19.00,-4.25,10.38,28.87,5.50,24.87,-7.50,-0.30,1.50,74.87,36.81,7.19,43.69,2.87,4.06,walk
38.37,-9.92,-1.51,2.03,-20.56,-9.44,9.50,28.06,5.06,26.50,-25.45,-4.34,8.20,120.50,-204.75,97.50,21.37,5.75,-18.75,-10.00,-1.01,2.09,-22.44,-10.31,8.25,28.06,5.06,26.50,-10.97,1.90,10.05,66.37,49.00,21.12,43.25,3.37,2.69,walk
38.41,-10.51,-1.81,1.42,-28.50,-11.25,5.06,28.06,5.06,26.50,-37.36,-17.46,-18.30,-15.06,-164.31,137.69,18.00,4.50,-27.87,-10.66,-2.39,1.19,-32.50,-9.88,4.69,28.06,5.06,26.50,-13.15,1.05,17.07,-164.75,-7.81,14.50,43.00,3.37,3.75,walk
38.44,-10.74,-3.49,1.02,-27.31,-8.44,3.69,27.37,4.25,27.25,-15.74,-5.26,-8.04,-56.44,144.50,54.50,18.00,4.50,-27.87,-12.18,-3.60,2.69,-3.94,-16.62,-2.00,27.37,4.25,27.25,-6.34,-4.95,4.97,-94.25,-13.38,-1.69,43.00,3.37,3.75,walk
38.47,-12.83,-2.84,3.39,5.12,-27.31,-8.75,27.37,4.25,26.50,2.92,-3.45,18.18,-90.81,228.31,-12.44,14.25,3.06,-30.37,-11.88,-0.19,4.41,-1.06,-54.06,-22.00,27.37,4.25,26.50,-3.59,-1.13,-5.32,-39.19,23.94,49.56,42.25,2.75,3.69,walk
