Timestamp(s),trunk_Accel_X,trunk_Accel_Y,trunk_Accel_Z,trunk_Gyro_X,trunk_Gyro_Y,trunk_Gyro_Z,trunk_MAG_X,trunk_MAG_Y,trunk_MAG_Z,foot_Accel_X,foot_Accel_Y,foot_Accel_Z,foot_Gyro_X,foot_Gyro_Y,foot_Gyro_Z,foot_MAG_X,foot_MAG_Y,foot_MAG_Z,shank_Accel_X,shank_Accel_Y,shank_Accel_Z,shank_Gyro_X,shank_Gyro_Y,shank_Gyro_Z,shank_MAG_X,shank_MAG_Y,shank_MAG_Z,thigh_Accel_X,thigh_Accel_Y,thigh_Accel_Z,thigh_Gyro_X,thigh_Gyro_Y,thigh_Gyro_Z,thigh_MAG_X,thigh_MAG_Y,thigh_MAG_Z,Label
123.41,-9.61,-0.94,0.43,-11.00,7.06,0.50,9.50,-7.25,-47.25,-5.35,0.22,8.21,-2.00,-1.06,1.25,8.38,-28.25,-91.69,-9.58,-0.73,0.43,-14.19,7.37,0.00,9.50,-7.56,-46.88,-9.63,0.19,-0.61,-13.75,7.44,-1.44,41.06,26.75,-46.56,stairascent
123.44,-9.57,-0.58,0.39,-16.37,8.25,0.13,9.50,-7.56,-46.88,-5.26,0.59,8.28,-2.44,-1.37,0.88,7.25,-28.00,-92.50,-9.64,-0.45,0.37,-18.87,8.38,0.06,9.50,-7.56,-46.88,-9.97,0.21,-0.43,-18.50,8.81,-1.94,41.06,26.75,-46.56,stairascent
123.47,-9.68,-0.35,0.40,-20.81,8.50,0.19,10.69,-7.25,-46.88,-5.31,0.23,8.28,-2.44,-2.37,0.62,7.25,-28.00,-92.50,-9.75,-0.37,0.47,-21.75,8.50,-0.13,10.69,-7.25,-46.88,-9.82,-0.15,-0.45,-17.50,7.44,-2.56,42.25,27.50,-46.56,stairascent
123.50,-9.68,-0.42,0.63,-22.19,8.88,-0.56,10.69,-7.25,-46.88,-5.25,0.28,8.29,-1.62,-2.12,0.69,6.87,-28.00,-93.00,-9.66,-0.43,0.61,-21.12,8.50,-0.94,10.69,-7.25,-46.88,-9.76,-0.39,-0.24,-10.81,9.13,-5.81,42.25,27.50,-46.56,stairascent
123.53,-9.45,-0.51,0.74,-17.62,8.00,-1.37,8.75,-6.37,-44.56,-5.21,0.41,8.29,-1.69,-1.69,0.25,6.87,-28.00,-93.00,-9.39,-0.53,0.73,-15.50,8.50,-1.31,8.75,-6.37,-44.56,-9.86,-0.04,0.15,-5.37,10.06,-7.50,41.56,28.69,-45.38,stairascent
123.56,-9.33,-0.60,0.67,-13.63,10.69,-0.88,8.75,-6.37,-44.56,-5.24,0.33,8.30,-1.56,-1.81,-0.06,8.00,-28.00,-91.75,-9.32,-0.66,0.68,-13.25,11.25,-0.81,11.19,-6.37,-44.38,-9.81,-0.19,0.36,-7.00,8.81,-8.19,43.38,28.69,-45.38,stairascent
123.59,-9.53,-0.98,0.66,-12.56,11.69,-1.06,11.19,-6.37,-44.38,-5.22,0.32,8.29,-1.25,-1.19,-0.75,6.06,-28.00,-92.19,-9.76,-1.09,0.46,-8.75,11.00,-2.06,11.19,-6.37,-44.38,-9.82,-0.56,0.56,-4.06,4.75,-9.44,43.38,28.69,-45.38,stairascent
123.62,-9.77,-1.04,0.39,-5.81,7.87,-3.25,10.38,-4.37,-44.88,-5.19,0.39,8.27,-0.44,0.19,-1.37,6.06,-28.00,-92.19,-9.67,-0.80,0.31,-6.06,6.37,-3.81,10.38,-4.37,-44.88,-9.79,-0.40,0.75,4.12,3.00,-10.25,42.56,29.25,-46.19,stairascent
123.65,-9.53,-0.59,0.32,-7.12,5.50,-3.75,10.38,-4.37,-44.88,-5.17,0.41,8.33,-0.13,2.12,-2.25,7.25,-27.56,-92.25,-9.47,-0.50,0.24,-9.19,6.44,-2.56,10.38,-4.37,-44.88,-9.83,0.02,2.05,7.25,-3.31,-16.37,42.56,29.25,-46.19,stairascent
123.68,-9.55,-0.79,0.13,-10.00,7.94,-1.62,12.50,-4.06,-43.75,-4.94,0.68,8.48,1.00,7.44,-4.56,7.25,-27.56,-92.25,-9.51,-1.13,-0.04,-10.94,8.81,-1.06,12.50,-4.06,-43.75,-10.10,-0.24,2.82,-5.75,-14.25,-16.87,43.25,29.25,-45.38,stairascent
123.71,-9.54,-1.32,-0.11,-9.88,8.81,0.62,12.50,-4.06,-43.75,-4.38,0.87,8.63,5.94,13.38,-8.06,6.87,-27.19,-92.50,-9.48,-1.56,-0.17,-9.88,8.81,0.62,12.06,-3.69,-42.56,-9.85,-0.74,3.21,-16.87,-31.25,-15.63,43.25,29.25,-45.38,stairascent
123.74,-9.02,-2.26,-0.03,-0.31,3.37,4.50,12.06,-3.69,-42.56,-5.11,1.19,8.95,20.12,13.44,-9.94,8.38,-28.00,-92.50,-8.95,-2.42,0.06,3.50,6.06,5.69,12.06,-3.69,-42.56,-10.63,-0.93,3.44,-16.62,-50.88,-15.56,41.88,30.75,-45.38,stairascent
123.77,-9.18,-2.68,0.23,7.12,10.63,6.00,12.06,-3.69,-42.56,-5.12,1.32,9.54,28.31,42.88,-14.44,8.38,-28.00,-92.50,-9.36,-2.72,0.18,10.38,14.63,5.62,11.75,-3.06,-43.06,-12.47,0.18,3.18,-15.00,-62.25,-14.50,40.06,30.06,-46.56,stairascent
123.80,-9.86,-2.78,0.19,22.19,18.44,3.31,11.75,-3.06,-43.06,-4.88,2.49,12.16,-28.19,87.56,-46.88,9.38,-28.25,-91.00,-10.37,-2.89,0.37,35.25,21.19,1.62,11.75,-3.06,-43.06,-13.06,1.22,2.11,-12.69,-86.00,12.94,40.06,30.06,-46.56,stairascent
123.83,-10.55,-2.89,0.30,44.25,19.00,-0.37,12.38,-3.06,-43.75,-7.29,6.08,9.35,-73.25,109.81,-87.81,9.38,-28.25,-91.00,-10.57,-2.74,0.23,43.31,15.00,-2.19,12.38,-3.06,-43.75,-11.16,-0.71,0.56,-48.63,-110.37,25.94,35.00,31.87,-47.75,stairascent
123.86,-10.21,-2.25,0.30,31.31,4.94,-6.62,12.38,-3.06,-43.75,-3.46,9.41,10.56,-117.94,81.62,-115.31,14.56,-28.25,-91.69,-9.60,-1.37,1.15,21.94,3.25,-8.00,13.75,-3.87,-42.56,-9.70,-2.50,-0.77,-25.25,-96.50,23.25,30.56,31.19,-51.25,stairascent
123.89,-9.46,-1.07,1.40,8.06,12.25,-9.25,13.75,-3.87,-42.56,1.41,12.88,6.48,-29.50,27.12,101.44,22.06,-21.25,-90.56,-9.46,-1.07,1.40,2.56,17.69,-10.00,13.75,-3.87,-42.56,-10.09,0.39,0.57,-13.75,-80.81,12.13,30.56,31.19,-51.25,stairascent
123.92,-9.56,-1.40,1.01,-0.44,22.69,-11.13,13.00,-5.37,-43.69,0.26,4.72,9.61,-36.00,18.31,174.25,22.06,-21.25,-90.56,-9.63,-1.64,0.57,9.00,24.19,-13.50,13.00,-5.37,-43.69,-8.71,0.26,0.88,-38.81,-68.87,19.19,25.06,32.19,-51.75,stairascent
123.95,-8.85,-2.27,-0.36,23.56,18.44,-12.81,13.00,-5.37,-43.69,-0.39,1.17,10.59,-12.88,-29.75,143.00,23.19,-16.69,-91.56,-8.85,-2.27,-0.36,29.12,17.87,-11.88,13.00,-5.37,-43.69,-8.27,0.26,0.86,-65.19,-56.00,16.62,25.06,32.19,-51.75,stairascent
123.98,-8.70,-2.37,0.09,28.81,19.75,-10.31,14.06,-4.37,-42.19,-2.68,-0.53,12.17,12.88,-78.94,71.12,23.19,-16.69,-91.56,-8.78,-2.30,0.27,23.75,20.50,-10.00,14.06,-4.37,-42.19,-7.94,-0.85,0.95,-92.06,-45.31,10.13,21.87,31.87,-52.56,stairascent
124.01,-9.13,-1.90,0.48,13.31,19.75,-8.88,14.06,-4.37,-42.19,-4.66,0.68,12.01,69.69,-136.12,31.12,14.56,-19.69,-91.06,-9.13,-1.90,0.48,11.88,17.87,-7.87,13.25,-4.69,-42.50,-7.44,-1.60,1.24,-88.37,-42.44,9.63,21.87,31.87,-52.56,stairascent
124.04,-9.18,-1.66,0.28,11.94,15.75,-5.06,13.25,-4.69,-42.50,-4.63,1.49,10.87,86.00,-158.19,24.87,-2.19,-25.56,-91.19,-9.24,-1.59,0.27,10.00,15.50,-3.62,13.25,-4.69,-42.50,-7.17,-2.37,1.87,-64.25,-35.31,7.50,18.00,35.19,-52.00,stairascent
124.07,-9.36,-1.71,0.52,4.19,14.56,-1.81,12.69,-3.87,-41.69,-5.15,1.86,9.38,68.50,-139.75,37.75,-2.19,-25.56,-91.19,-9.40,-1.70,0.58,2.75,12.94,-1.37,12.69,-3.87,-41.69,-7.18,-2.54,3.39,29.87,-6.56,10.00,17.69,37.69,-51.19,stairascent
124.10,-9.34,-1.71,0.70,2.81,9.69,0.25,12.69,-3.87,-41.69,-6.20,1.41,9.15,12.69,-96.87,57.88,-29.37,-30.75,-82.87,-9.44,-1.73,0.88,3.06,9.00,1.69,12.69,-3.87,-41.69,-7.34,-1.26,4.60,68.06,3.37,13.69,17.69,37.69,-51.19,stairascent
124.13,-9.54,-1.73,0.97,2.06,8.13,4.31,13.25,-4.25,-40.38,-9.78,-2.75,10.47,-33.19,-68.44,75.19,-29.37,-30.75,-82.87,-9.97,-1.80,1.07,1.87,8.38,4.94,13.25,-4.25,-40.38,-6.99,0.56,4.78,71.50,12.19,12.13,15.50,37.69,-51.00,stairascent
124.16,-9.94,-1.72,1.08,1.12,7.50,5.75,13.25,-4.25,-40.38,-10.52,-3.16,8.85,-12.69,-101.19,82.62,-52.56,-29.06,-69.69,-9.91,-1.65,0.97,0.75,7.00,5.94,12.56,-3.75,-39.75,-7.61,1.91,5.05,46.94,24.56,18.06,15.50,37.69,-51.00,stairascent
124.19,-9.91,-1.52,1.00,-1.19,8.00,6.06,12.56,-3.75,-39.75,-8.98,-2.26,4.85,-21.25,-104.12,63.00,-68.50,-17.19,-58.06,-10.12,-1.40,1.02,-5.37,11.06,5.81,12.56,-3.75,-39.75,-10.07,0.12,5.56,-44.44,50.50,17.62,15.19,33.69,-53.75,stairascent
124.22,-10.62,-1.68,0.74,-10.06,10.75,5.69,12.69,-4.87,-39.88,-10.72,-3.22,1.88,-10.69,-39.00,53.50,-68.50,-17.19,-58.06,-10.35,-2.07,0.26,-13.69,9.13,5.87,12.69,-4.87,-39.88,-10.11,-2.28,5.46,-86.56,7.69,-0.75,17.00,32.50,-53.69,stairascent
124.25,-10.22,-2.29,0.05,-17.81,7.19,5.75,12.69,-4.87,-39.88,-10.60,-0.99,2.52,-1.62,12.06,32.50,-76.00,-6.87,-46.06,-10.24,-2.90,0.08,-24.62,9.13,4.06,12.69,-4.87,-39.88,-10.74,-2.67,6.55,-62.31,-5.31,0.31,17.00,32.50,-53.69,stairascent
124.28,-11.72,-3.68,1.11,-24.37,7.00,1.37,11.69,-2.75,-38.38,-4.80,-2.67,2.68,-49.56,110.37,-16.37,-76.00,-6.87,-46.06,-12.09,-3.57,1.34,-22.50,5.06,0.31,11.69,-2.75,-38.38,-9.31,-2.19,3.68,-9.19,26.06,29.37,17.87,35.38,-50.25,stairascent
124.31,-11.96,-3.06,1.37,-18.25,-4.00,1.87,11.69,-2.75,-38.38,-3.42,-1.57,11.95,-22.19,105.69,-14.63,-80.37,-0.56,-43.69,-11.92,-2.97,1.12,-18.06,-3.87,3.69,11.25,-4.56,-37.75,-10.67,-2.26,3.75,-22.06,42.06,30.44,17.87,35.38,-50.25,stairascent
124.34,-11.88,-3.03,0.42,-18.56,-1.81,4.62,11.25,-4.56,-37.75,-8.89,1.07,10.92,13.75,109.00,-12.44,-79.37,2.06,-48.38,-11.14,-3.24,0.16,-18.31,-4.94,4.00,11.25,-4.56,-37.75,-11.07,-1.16,1.44,-43.44,23.69,15.06,16.75,36.88,-49.88,stairascent
124.37,-10.66,-3.19,0.11,-8.50,-8.19,1.94,10.19,-3.50,-37.25,-8.90,2.12,9.75,-46.06,74.87,-26.37,-79.37,2.06,-48.38,-10.49,-3.21,-0.11,-2.81,-6.06,2.94,10.19,-3.50,-37.25,-7.61,0.03,-0.05,-31.31,-3.50,10.50,17.50,36.50,-48.25,stairascent
124.40,-10.13,-2.25,-1.77,7.25,-12.00,8.94,10.19,-3.50,-37.25,-6.07,-0.72,9.54,-35.50,38.25,-25.44,-79.25,2.00,-56.50,-9.46,-1.14,-2.70,7.37,-13.13,10.94,10.19,-3.50,-37.25,-9.15,0.03,-2.33,24.56,49.88,21.37,17.50,36.50,-48.25,stairascent
124.43,-8.55,0.97,-3.97,-13.00,-5.50,9.69,9.75,-4.00,-37.00,-5.34,-0.30,8.97,-20.69,28.31,-14.88,-79.25,2.00,-56.50,-8.37,1.44,-4.01,-32.75,-2.56,8.44,9.75,-4.00,-37.00,-10.11,-1.31,0.46,39.94,62.75,23.25,15.25,37.50,-47.06,stairascent
124.46,-8.77,1.48,-3.16,-56.38,0.75,5.50,9.75,-4.00,-37.00,-5.48,0.42,8.37,-3.44,28.94,-8.44,-76.50,3.25,-58.75,-9.17,1.15,-2.61,-56.69,0.94,4.94,8.69,-4.50,-36.38,-9.58,1.10,-0.68,32.00,60.19,13.25,15.25,37.50,-47.06,stairascent
124.49,-9.01,-0.46,-0.59,-30.75,-5.62,5.00,8.69,-4.50,-36.38,-5.23,0.92,8.44,4.37,31.00,-3.00,-75.69,2.37,-62.00,-9.01,-0.46,-0.59,-14.38,-4.44,5.31,8.69,-4.50,-36.38,-9.78,1.37,-0.05,11.44,64.25,5.56,17.06,35.69,-46.38,stairascent
124.52,-9.73,-2.33,-1.59,4.12,7.06,8.44,8.06,-5.06,-34.88,-4.56,0.98,8.14,-3.44,18.06,-3.94,-75.69,2.37,-62.00,-9.73,-2.33,-1.59,0.13,9.19,11.38,8.06,-5.06,-34.88,-9.27,1.16,0.33,38.81,71.12,12.00,19.00,34.50,-46.56,stairascent
124.55,-9.81,-2.10,-2.63,-19.69,5.19,15.56,8.06,-5.06,-34.88,-5.03,0.80,8.47,-2.81,22.00,-7.81,-74.75,2.56,-63.19,-9.81,-2.10,-2.63,-26.19,-0.56,15.44,8.06,-5.06,-34.88,-9.61,0.41,0.67,49.25,79.50,8.25,19.00,34.50,-46.56,stairascent
124.58,-8.81,-0.71,-1.29,-23.44,-16.50,11.38,8.50,-5.00,-33.06,-5.40,0.31,8.41,3.37,25.06,-6.56,-74.75,2.56,-63.19,-8.10,-0.39,-0.22,-17.37,-20.81,8.50,8.50,-5.00,-33.06,-9.35,0.11,0.73,46.81,74.75,1.81,21.19,33.00,-44.88,stairascent
124.61,-7.66,-0.46,0.21,-7.94,-17.12,4.19,8.50,-5.00,-33.06,-5.34,0.96,8.13,5.37,22.31,-5.12,-73.06,3.00,-64.19,-7.53,-0.66,0.27,-5.12,-11.94,3.31,7.37,-5.75,-31.50,-9.43,1.02,1.07,36.38,57.31,2.50,22.69,30.75,-43.25,stairascent
124.65,-7.44,-1.12,0.06,0.00,-3.19,3.31,7.37,-5.75,-31.50,-5.55,1.09,8.07,2.87,33.25,-7.12,-72.56,2.56,-65.75,-7.61,-1.16,-0.11,0.94,0.62,3.44,7.37,-5.75,-31.50,-9.38,0.00,1.03,37.06,50.44,-0.19,22.69,30.75,-43.25,stairascent
124.68,-8.37,-0.82,-0.44,-4.44,2.37,2.87,7.00,-5.19,-31.19,-5.78,0.73,7.98,-2.37,26.62,-7.19,-72.56,2.56,-65.75,-8.79,-0.42,-0.48,-6.62,2.81,0.44,7.00,-5.19,-31.19,-9.15,0.58,0.42,55.38,47.81,-2.37,24.56,29.25,-44.25,stairascent
124.71,-9.06,-0.17,-0.57,-0.31,-0.69,-1.44,7.00,-5.19,-31.19,-5.61,1.24,8.10,1.94,22.19,-8.06,-70.87,2.50,-65.56,-9.04,-0.20,-0.47,6.12,-3.62,-2.06,7.56,-6.00,-29.75,-9.82,0.77,0.01,51.38,41.38,-3.94,24.56,29.25,-44.25,stairascent
124.74,-9.00,-0.50,0.26,17.37,-7.87,-4.19,7.56,-6.00,-29.75,-5.56,-0.42,8.32,5.62,19.50,-10.44,-69.25,2.50,-67.75,-9.06,-0.62,0.54,20.06,-7.75,-6.44,7.56,-6.00,-29.75,-9.87,-0.34,-0.92,37.38,38.06,-1.37,24.56,28.19,-43.75,stairascent
124.77,-9.48,-0.92,1.02,20.00,-5.37,-8.81,5.75,-6.56,-28.37,-5.97,0.38,7.89,15.94,32.19,-7.31,-69.25,2.50,-67.75,-9.63,-0.91,1.05,19.56,-3.94,-8.94,5.75,-6.56,-28.37,-8.94,0.17,-0.45,40.31,47.81,-4.12,25.00,25.87,-43.25,stairascent
124.81,-9.87,-1.03,0.79,24.25,-4.37,-9.13,5.75,-6.56,-28.37,-6.04,1.12,7.76,17.00,28.56,-10.75,-67.69,1.75,-68.50,-9.80,-1.15,0.66,27.87,-4.31,-8.56,6.00,-7.56,-30.00,-9.80,1.34,-0.24,39.06,51.38,-2.50,25.00,25.87,-43.25,stairascent
124.84,-9.50,-1.26,0.73,30.94,-3.00,-5.12,6.00,-7.56,-30.00,-5.56,1.16,8.41,8.63,39.81,-16.00,-66.75,0.25,-70.37,-9.49,-1.09,0.92,29.31,1.06,-0.44,6.00,-7.56,-30.00,-9.98,-0.60,0.21,52.44,50.13,-2.19,25.00,24.06,-43.06,stairascent
124.87,-9.90,-0.87,0.49,22.56,4.94,1.06,5.75,-8.50,-29.06,-5.73,1.11,8.64,-7.00,75.87,-21.62,-66.75,0.25,-70.37,-10.10,-0.88,0.42,18.94,4.69,0.44,5.75,-8.50,-29.06,-10.15,-1.15,2.03,61.19,44.31,-7.12,26.50,22.25,-41.88,stairascent
124.90,-11.05,-0.91,0.78,17.62,0.50,-0.56,5.75,-8.50,-29.06,-5.39,1.67,8.74,-33.38,109.12,-38.25,-65.19,-1.19,-72.06,-12.13,-1.37,1.47,18.25,-5.87,0.13,5.75,-8.50,-29.06,-10.90,-0.24,3.37,91.06,32.19,-10.56,26.50,22.25,-41.88,stairascent
124.94,-12.84,-1.54,1.83,26.12,-12.50,7.37,3.69,-9.56,-30.19,-4.13,2.10,10.28,-78.00,164.06,-69.75,-65.19,-1.19,-72.06,-12.82,-0.58,1.29,36.13,-12.31,12.06,3.69,-9.56,-30.19,-13.08,1.82,7.86,80.31,11.25,-16.00,25.06,19.25,-40.88,stairascent
124.97,-12.21,0.89,-0.04,50.63,-8.94,18.37,3.69,-9.56,-30.19,-7.33,1.36,13.58,-79.50,287.50,-116.56,-59.88,-1.50,-75.25,-11.95,1.48,-1.27,48.50,0.88,20.25,2.69,-11.38,-32.25,-15.15,0.43,3.66,41.63,-60.19,-30.31,24.75,16.06,-40.38,stairascent
125.00,-11.06,0.53,-6.43,21.81,10.00,20.56,2.69,-11.38,-32.25,-11.89,-0.51,18.30,26.06,478.69,-105.37,-48.25,1.37,-81.25,-10.70,-0.01,-7.28,-16.06,-4.69,15.81,2.69,-11.38,-32.25,-15.23,4.41,1.66,5.19,-138.81,-23.12,24.75,16.06,-40.38,stairascent
125.03,-10.29,-2.26,-5.62,-23.87,-12.13,18.87,2.19,-13.56,-32.38,-12.52,8.62,18.01,22.69,526.19,-147.19,-48.25,1.37,-81.25,-10.45,-3.16,-4.27,-19.94,-12.44,19.56,2.19,-13.56,-32.38,-17.40,2.65,-4.21,31.69,-166.37,18.19,20.06,13.38,-40.19,stairascent
125.06,-10.45,-3.20,-0.93,-5.37,-2.62,13.44,2.19,-13.56,-32.38,-28.09,0.89,30.71,-93.81,211.50,-158.44,-22.75,1.19,-88.56,-10.67,-2.47,-0.67,6.75,2.12,7.50,2.00,-14.50,-33.88,-14.68,0.99,-2.94,-89.06,-160.37,24.87,20.06,13.38,-40.19,stairascent
125.09,-10.63,0.01,-1.14,25.69,-2.31,-1.19,2.00,-14.50,-33.88,7.27,8.82,5.91,11.56,-282.87,50.81,7.75,-1.50,-83.69,-10.44,0.44,-1.43,24.44,-4.81,-2.75,2.00,-14.50,-33.88,-13.65,-2.41,-2.48,-95.06,-146.81,31.12,12.19,10.50,-39.06,stairascent
125.13,-9.88,0.66,-2.09,11.44,-7.37,-5.12,3.25,-15.75,-34.38,0.93,2.63,5.36,-13.19,-207.37,73.50,7.75,-1.50,-83.69,-9.34,0.52,-2.06,3.25,-11.63,-7.50,3.25,-15.75,-34.38,-9.08,-1.92,-1.78,-32.56,-140.25,41.56,7.37,10.00,-34.75,stairascent
125.16,-7.57,-0.61,-1.21,-5.25,-17.62,-12.44,3.25,-15.75,-34.38,-6.42,3.03,9.46,12.19,-266.50,101.12,-10.00,-3.37,-68.56,-7.21,-1.02,-0.82,-7.25,-18.25,-14.63,3.25,-15.75,-34.38,-7.96,-0.70,-2.64,-17.31,-134.37,35.69,7.37,10.00,-34.75,stairascent
125.19,-6.86,-1.46,-0.04,-10.50,-16.87,-16.25,3.50,-16.87,-35.38,-6.90,-0.25,7.82,37.44,-354.12,121.50,-22.69,-8.88,-47.19,-6.93,-1.53,0.37,-10.56,-11.69,-12.88,3.50,-16.87,-35.38,-6.36,0.86,-3.70,-33.19,-117.44,20.50,2.50,8.75,-34.25,stairascent
125.22,-7.24,-1.48,0.31,-14.00,-5.81,-7.56,3.00,-17.50,-35.56,-8.48,-3.07,8.20,87.87,-341.94,94.62,-22.69,-8.88,-47.19,-7.88,-1.41,-0.14,-17.19,-4.06,-6.44,3.00,-17.50,-35.56,-5.43,-0.48,-3.55,-123.00,-108.50,-11.75,-0.75,7.69,-32.88,stairascent
125.25,-8.13,-1.47,-0.73,-19.37,-3.00,-6.19,3.00,-17.50,-35.56,-11.16,-1.50,9.80,118.94,-317.44,35.63,-28.19,-12.19,-16.19,-8.30,-2.02,-0.86,-17.25,-3.12,-5.25,3.00,-17.50,-35.56,-5.35,-2.38,-2.75,-117.87,-71.06,-12.88,-0.75,7.69,-32.88,stairascent
125.28,-8.46,-2.20,-0.43,-10.56,-8.81,-0.56,0.88,-17.00,-36.50,-12.29,1.28,10.40,127.75,-286.62,24.50,-28.19,-12.19,-16.19,-8.84,-2.14,0.06,-10.81,-12.19,1.94,0.88,-17.00,-36.50,-4.81,-2.87,-0.68,-7.69,-37.63,-3.25,-3.25,9.50,-32.19,stairascent
125.31,-9.36,-1.90,0.41,-14.75,-17.19,6.75,0.88,-17.00,-36.50,-14.73,1.54,11.99,119.62,-245.81,67.06,-14.19,-17.00,2.56,-9.58,-1.75,0.56,-17.06,-20.00,8.25,1.87,-18.75,-36.00,-5.48,-1.69,-0.45,74.25,-18.69,-1.25,-3.25,9.50,-32.19,stairascent
125.34,-9.40,-1.29,0.77,-21.19,-25.75,7.87,1.87,-18.75,-36.00,-17.22,-4.47,11.58,121.75,-212.62,123.31,2.50,-19.19,1.50,-9.04,-1.14,0.88,-26.06,-25.94,7.06,1.87,-18.75,-36.00,-7.69,1.03,1.09,102.75,19.94,-4.94,-4.37,9.56,-31.75,stairascent
125.37,-8.55,-1.34,1.27,-36.13,-18.25,4.81,1.37,-18.69,-35.06,-19.52,-1.22,6.35,93.62,-174.56,129.94,2.50,-19.19,1.50,-8.79,-1.54,1.38,-36.75,-12.19,3.44,1.37,-18.69,-35.06,-10.41,6.15,7.92,89.50,47.38,41.19,-4.69,6.00,-29.87,stairascent
125.40,-10.03,-1.82,1.33,-38.00,-4.19,0.56,1.37,-18.69,-35.06,-32.73,-4.71,-3.99,-13.88,-125.25,80.06,9.19,-25.06,-4.25,-10.20,-2.07,0.95,-37.13,-3.62,0.50,1.37,-18.69,-35.06,-12.16,2.87,17.30,-91.06,22.81,44.88,-4.69,6.00,-29.87,stairascent
125.44,-10.14,-3.10,0.43,-26.75,-4.31,4.81,-1.37,-18.37,-35.06,-9.20,-8.25,-11.73,42.06,-10.06,91.25,9.19,-25.06,-4.25,-10.50,-3.44,0.66,-24.19,-3.75,7.87,-1.37,-18.37,-35.06,-11.92,-4.81,7.68,-150.12,-35.88,-13.31,-3.19,2.69,-30.56,stairascent
125.47,-12.17,-3.47,1.25,-15.38,-2.94,2.06,-2.50,-17.56,-33.00,-10.49,-3.50,2.28,-124.87,194.75,-22.25,5.87,-35.50,-9.69,-13.20,-2.58,1.99,-7.87,-15.06,-6.69,-2.50,-17.56,-33.00,-1.47,0.31,-3.13,-41.63,-16.19,37.44,-1.37,4.19,-27.87,stairascent
125.50,-12.30,-1.16,2.60,1.00,-47.94,-18.56,-2.50,-17.56,-33.00,-9.44,0.76,19.72,-79.12,177.06,-29.75,1.06,-40.00,-12.69,-10.72,-0.44,2.24,-9.06,-44.75,-11.94,-2.50,-17.56,-33.00,-17.56,-3.28,-5.27,-142.69,99.50,10.69,-1.37,4.19,-27.87,stairascent
125.53,-9.91,-0.62,1.49,-17.44,-29.87,-7.12,-4.19,-17.37,-32.06,-10.12,-5.68,12.29,-136.25,119.56,-44.63,4.75,-39.56,-18.19,-10.67,-1.20,-3.10,-34.13,18.12,-4.81,-4.19,-17.37,-32.06,-7.71,-7.71,-0.11,-85.12,-24.75,44.00,-1.87,5.37,-29.00,stairascent
125.57,-11.17,-0.37,-6.86,-36.56,40.38,-2.19,-4.19,-17.37,-32.06,-5.97,4.83,7.94,-14.25,41.38,-19.87,4.75,-39.56,-18.19,-10.88,1.57,-7.25,-26.25,32.69,-0.06,-5.56,-17.00,-31.25,-2.00,2.14,-8.35,13.31,-25.44,32.13,-0.19,4.37,-27.69,stairascent
125.60,-11.44,3.28,-5.51,-7.69,11.13,-1.94,-5.56,-17.00,-31.25,-5.22,0.50,8.89,-20.37,18.25,-14.63,10.00,-39.19,-22.50,-11.30,3.04,0.33,-23.19,-16.69,-5.19,-5.56,-17.00,-31.25,-13.93,8.14,-1.93,85.69,89.81,5.00,-0.19,4.37,-27.69,stairascent
125.63,-11.04,2.01,1.70,-36.06,-19.19,-4.25,-6.25,-15.69,-29.00,-5.51,-0.36,9.17,-15.31,11.19,-8.38,10.00,-39.19,-22.50,-10.98,0.74,2.02,-44.38,5.81,4.00,-6.25,-15.69,-29.00,-9.21,-2.32,-0.65,-39.63,61.13,6.31,1.56,3.00,-26.25,stairascent
125.66,-10.53,-2.43,-0.33,-44.69,16.87,9.06,-6.25,-15.69,-29.00,-5.03,0.03,8.60,-7.00,14.38,-5.81,12.06,-39.19,-23.19,-10.25,-3.03,-2.81,-48.38,23.25,20.12,-7.87,-15.56,-26.75,-9.88,0.18,-0.40,0.19,102.06,4.12,1.56,3.00,-26.25,stairascent
125.69,-9.53,-2.33,-3.44,-52.25,15.13,25.62,-7.87,-15.56,-26.75,-5.42,0.28,8.40,-4.06,13.38,-6.31,11.06,-39.19,-24.00,-8.90,-1.74,-3.06,-48.19,12.13,25.31,-7.87,-15.56,-26.75,-9.31,0.02,-0.30,22.50,89.19,8.25,2.75,2.06,-26.56,stairascent
125.72,-7.42,-0.09,-0.87,-39.50,11.63,24.12,-7.87,-15.56,-26.75,-5.25,0.04,8.24,-4.00,9.88,-4.50,11.06,-39.19,-24.00,-7.28,0.26,-0.23,-29.94,11.56,22.56,-8.50,-12.50,-24.69,-8.95,-0.55,0.13,51.94,70.81,-2.06,5.00,1.75,-26.56,stairascent
125.75,-7.17,0.63,0.48,-17.50,21.06,19.44,-8.50,-12.50,-24.69,-5.36,0.46,8.16,-2.00,14.81,-2.12,11.50,-38.50,-24.56,-6.98,0.24,0.38,-20.50,27.87,17.62,-8.50,-12.50,-24.69,-9.48,1.57,0.43,52.88,81.81,-5.56,5.00,1.75,-26.56,stairascent
125.78,-6.95,-0.46,-0.13,-21.50,33.25,17.25,-8.50,-9.38,-21.19,-5.48,0.33,8.08,-1.81,13.25,-2.44,11.50,-38.50,-24.56,-7.47,-0.99,-0.60,-22.37,36.63,17.37,-8.50,-9.38,-21.19,-9.73,1.86,0.70,30.62,69.56,-9.81,8.00,0.00,-26.19,stairascent
